index,marca,nombre,pegatina,anyo,km,combustible,cv,transmision,unico_dueno,ubicacion,longitud,anchura,altura,peso,maletero,deposito,velocidad_maxima,0a100,consumo,emisiones,numero_llaves,numero_extras,precio
836,Toyota,Toyota Yaris,C,2017,115954,Gasolina,69,MANUAL,True,Madrid,3.95,1.7,1.51,1055,768,-,155,15.3,4.3,99,2,5,9850
837,Mazda,Mazda CX-5,C,2013,171074,Diésel,175,AUTO,False,Vizcaya,4.56,1.84,1.71,1540,1620,-,204,9.4,5.5,144,2,5,14500
838,Jeep,Jeep Compass,C,2020,39695,Gasolina,140,MANUAL,False,Valencia,4.39,1.82,1.65,1430,1251,-,195,9.8,7.8,175,1,5,21790
839,Jeep,Jeep Renegade,0_EMISIONES,2021,43131,Híbrido Enchufable,240,AUTO,False,Girona,4.24,1.81,1.69,1770,1297,-,199,7.1,7.1,47,2,5,22990
840,Nissan,Nissan Micra,C,2021,28516,Gasolina,92,MANUAL,True,Málaga,4.0,1.94,1.46,1135,1004,-,178,11.8,5.4,121,2,5,13090
841,Hyundai,Hyundai Kona,ECO,2020,50173,Híbrido,141,AUTO,True,,4.17,1.8,1.57,1376,1143,-,160,11.2,3.9,90,2,5,19200
842,Mazda,Mazda Mazda3,C,2007,90079,Gasolina,150,MANUAL,True,Valencia,4.42,1.76,1.47,1335,,-,202,9.1,7.9,189,2,5,6990
843,Toyota,Toyota Proace City Verso,C,2021,31564,Diésel,131,MANUAL,True,Madrid,4.4,1.85,1.88,1505,3000,-,186,10.7,4.2,110,2,5,24900
844,Opel,Opel Corsa,C,2023,48348,Gasolina,75,MANUAL,True,,4.06,1.77,1.43,1055,,-,170,13.2,5.3,119,2,5,11280
845,Opel,Opel Corsa,C,2021,42124,Diésel,102,MANUAL,False,Almería,4.06,1.77,1.43,1165,,-,188,10.2,4.1,105,2,5,14500
846,KIA,KIA Stonic,C,2018,64847,Gasolina,120,MANUAL,True,Vizcaya,4.14,1.76,1.52,1185,1155,-,184,10.3,5.0,115,2,5,14700
847,BMW,BMW X1,C,2023,10679,Diésel,150,AUTO,False,Barcelona,4.5,1.85,1.64,1650,1600,-,204,8.9,4.9,129,2,5,32975
848,Toyota,Toyota Corolla,ECO,2023,65456,Híbrido,140,AUTO,True,Toledo,4.37,1.79,1.46,1360,1052,-,180,9.2,4.9,111,2,5,24990
849,Opel,Opel Vivaro,C,2019,96948,Diésel,122,MANUAL,True,,4.96,2.01,1.9,1676,,-,170,5.4,143.0,,2,5,16800
850,Dacia,Dacia Sandero,C,2020,45355,Gasolina,100,MANUAL,True,Valencia,4.09,1.76,1.62,1040,1200,-,168,17.5,6.0,135,2,5,13990
851,Opel,Opel Corsa,C,2012,111433,Gasolina,85,MANUAL,False,,4.0,1.74,1.49,1160,1100,-,172,13.6,5.3,124,2,3,5900
852,Volkswagen,Volkswagen Polo,B,2014,140245,Diésel,75,MANUAL,False,Madrid,3.97,1.68,1.46,1132,952,-,170,13.9,3.8,99,2,3,8490
853,BMW,BMW Serie 3,B,2009,151649,Diésel,143,MANUAL,False,,4.53,1.82,1.42,1505,,-,210,9.3,4.7,123,2,5,8800
854,Jaguar,Jaguar XE,C,2016,70942,Gasolina,240,AUTO,False,Valencia,4.67,1.85,1.42,1530,,-,249,6.9,7.5,179,2,5,20800
855,Dacia,Dacia Sandero,C,2018,14451,Diésel,90,MANUAL,False,Toledo,4.09,1.76,1.62,1085,1200,-,173,11.8,3.5,98,2,5,13990
856,Renault,Renault Captur,C,2019,17851,Gasolina,90,MANUAL,True,Granada,4.12,1.78,1.57,1248,1235,-,171,13.1,5.4,123,2,5,13900
857,Citroën,Citroën Grand C4 Picasso,B,2012,90987,Diésel,112,AUTO,True,,4.59,1.83,1.69,1510,1951,-,181,13.5,5.0,132,2,5,9900
858,Seat,Seat León,C,2023,12323,Gasolina,110,MANUAL,False,Barcelona,4.37,1.8,1.46,1275,,-,197,10.9,5.4,124,2,5,19990
859,Toyota,Toyota Prius,ECO,2013,146986,Híbrido,136,AUTO,False,,4.48,1.75,1.49,1365,1120,-,180,10.4,4.0,92,2,5,11800
860,Alfa Romeo,Alfa Romeo Stelvio,C,2020,50807,Gasolina,280,AUTO,False,Cáceres,4.69,1.9,1.67,1660,1600,-,230,5.7,9.4,214,2,5,34236
861,Renault,Renault Mégane,C,2017,51473,Gasolina,130,MANUAL,True,Valencia,4.36,1.81,1.45,1205,1247,-,197,10.6,5.3,119,2,5,14990
862,Seat,Seat Ibiza,C,2015,92933,Gasolina,70,MANUAL,True,Valencia,4.06,1.69,1.45,1049,847,-,163,13.9,5.4,125,2,4,8500
863,Fiat,Fiat 500X,C,2019,59733,Gasolina,120,MANUAL,True,Valencia,4.25,1.8,1.6,1320,1000,-,188,10.9,5.8,132,1,5,14450
864,Toyota,Toyota Auris,C,2012,103512,Gasolina,132,MANUAL,True,Alicante,4.25,1.76,1.52,1275,,-,195,10.0,6.6,153,1,5,9900
865,Peugeot,Peugeot 207,C,2009,108886,Gasolina,95,MANUAL,False,Granada,4.03,1.72,1.47,1157,,-,185,11.5,5.9,140,2,5,4900
866,Opel,Opel Insignia,B,2009,152287,Diésel,160,MANUAL,False,,4.83,1.86,1.5,1613,,-,218,9.5,5.8,136,2,5,6900
867,Audi,Audi A1,C,2016,132020,Diésel,116,MANUAL,True,Málaga,3.97,1.74,1.42,1225,920,-,200,9.4,3.7,98,1,5,14150
868,Volkswagen,Volkswagen Touran,C,2018,44305,Diésel,115,MANUAL,False,Granada,4.53,1.83,1.66,1539,1857,-,190,11.4,4.6,119,2,5,23500
869,Ford,Ford Grand Tourneo Connect,C,2019,31909,Diésel,120,MANUAL,False,Barcelona,4.83,1.84,1.82,1533,2620,-,171,12.6,4.6,153,2,5,21300
870,Seat,Seat Ibiza,C,2009,39359,Gasolina,85,MANUAL,True,Badajoz,4.05,1.69,1.45,1025,847,-,175,12.2,6.2,149,2,1,7700
871,Volkswagen,Volkswagen Caddy,ECO,2019,148011,GNC,110,MANUAL,False,Madrid,4.41,1.79,1.82,1463,,-,174,6.6,118.0,,2,5,12300
872,Hyundai,Hyundai i10,C,2021,14924,Gasolina,84,MANUAL,False,Barcelona,3.67,1.68,1.48,932,1050,-,171,12.6,5.5,124,2,5,14200
873,Toyota,Toyota Yaris,B,2015,146018,Diésel,90,MANUAL,False,Pontevedra,3.95,1.7,1.51,1160,768,-,175,10.8,3.8,99,1,5,8800
874,Honda,Honda Civic,C,2009,61766,Gasolina,100,MANUAL,True,Valencia,4.26,1.77,1.46,1186,1352,-,177,13.0,5.9,135,2,5,10900
875,Seat,Seat Ateca,C,2021,65637,Diésel,150,MANUAL,False,,4.38,1.84,1.6,1483,,-,203,9.3,4.5,131,2,5,24800
876,BMW,BMW Serie 2,C,2019,51112,Gasolina,306,AUTO,False,Madrid,4.53,1.8,1.41,1645,,-,250,4.9,6.9,156,2,5,40800
877,Suzuki,Suzuki Swift,ECO,2023,27330,Híbrido,129,MANUAL,False,Madrid,3.89,1.74,1.5,1020,,-,210,9.1,5.6,125,2,5,24900
878,Volkswagen,Volkswagen Polo,C,2016,69647,Gasolina,90,MANUAL,False,Barcelona,3.97,1.68,1.45,1107,952,-,184,10.8,4.7,107,2,4,12600
879,Peugeot,Peugeot Traveller,C,2018,80251,Diésel,150,MANUAL,False,Madrid,4.96,1.92,1.9,1705,2550,-,184,10.3,5.7,145,2,5,26500
880,KIA,KIA Venga,C,2016,44517,Gasolina,124,MANUAL,True,Madrid,4.08,1.77,1.6,1180,1486,-,185,10.8,6.4,148,1,5,10200
881,Nissan,Nissan X-TRAIL,C,2015,45140,Diésel,130,AUTO,True,Barcelona,4.64,1.83,1.72,1540,1982,-,180,11.4,5.3,139,2,5,19490
882,Renault,Renault Captur,C,2018,88762,Gasolina,120,MANUAL,True,Barcelona,4.12,1.78,1.57,1195,1235,-,182,9.9,5.5,125,2,5,14800
883,Lexus,Lexus CT,ECO,2015,46930,Híbrido,136,AUTO,False,Madrid,4.35,1.77,1.46,1410,985,-,180,10.3,3.8,88,2,5,18800
884,KIA,KIA Stonic,C,2019,95563,Gasolina,120,MANUAL,False,Málaga,4.14,1.76,1.52,1185,1155,-,184,10.3,5.5,130,2,5,11983
885,Seat,Seat León,0_EMISIONES,2020,61212,Híbrido Enchufable,204,AUTO,False,Barcelona,4.37,1.8,1.46,1614,,-,220,7.5,1.4,72,2,5,23990
886,Volvo,Volvo XC40,0_EMISIONES,2022,41043,Híbrido Enchufable,262,AUTO,False,Cáceres,4.43,1.86,1.65,1741,1328,-,180,7.3,1.8,45,2,5,27190
887,Mercedes,Mercedes Clase A,C,2019,55872,Gasolina,163,AUTO,False,Barcelona,4.55,1.8,1.45,1365,,-,230,8.3,5.9,133,1,5,28700
888,Fiat,Fiat Talento,C,2021,45823,Diésel,120,MANUAL,True,,5.0,1.96,1.97,1726,,-,,143.0,,,1,5,16033
889,Citroën,Citroën Jumper,C,2021,130187,Diésel,140,MANUAL,True,Madrid,5.41,2.05,2.52,2000,,-,,239.0,,,1,4,18099
890,Skoda,Skoda Octavia,C,2010,135316,Gasolina,160,MANUAL,False,Madrid,4.57,1.77,1.46,1305,1350,-,223,7.8,6.9,158,2,5,10900
891,Nissan,Nissan JUKE,C,2021,43834,Gasolina,114,MANUAL,False,Córdoba,4.21,1.83,1.6,1186,1189,-,180,10.7,5.9,134,2,5,18200
892,Peugeot,Peugeot Rifter,C,2019,64720,Diésel,100,MANUAL,False,Navarra,4.4,1.91,1.87,1424,,-,170,4.4,117.0,,2,5,20800
893,KIA,KIA Sportage,ECO,2022,32484,Híbrido,230,AUTO,True,Madrid,4.51,1.87,1.65,1682,1776,-,193,8.0,5.7,132,1,5,32990
894,Peugeot,Peugeot 208,C,2021,47360,Gasolina,100,MANUAL,False,Córdoba,4.06,1.75,1.43,1090,406,-,188,9.9,5.3,118,2,5,16490
895,Toyota,Toyota Proace City,C,2021,32104,Diésel,102,MANUAL,False,,4.4,1.85,1.88,1442,,-,185,3.9,104.0,,2,5,16280
896,Citroën,Citroën Jumpy,C,2024,5097,Diésel,120,MANUAL,True,Vizcaya,4.96,1.92,1.9,1862,,-,160,6.7,176.0,,2,5,29900
897,Ford,Ford Puma,ECO,2022,25571,Híbrido,125,MANUAL,False,,4.21,1.81,1.54,1280,1161,-,191,9.8,5.6,121,2,5,20900
898,Nissan,Nissan JUKE,C,2017,107275,Diésel,110,MANUAL,True,Valencia,4.14,1.77,1.57,1305,1189,-,175,11.2,4.0,104,2,5,13190
899,Mercedes,Mercedes Clase A,C,2021,59101,Gasolina,163,AUTO,False,Málaga,4.42,1.8,1.44,1355,1195,-,225,8.2,5.9,134,2,5,27490
900,BMW,BMW Serie 1,B,2011,123292,Diésel,143,MANUAL,False,,4.24,1.75,1.42,1385,1150,-,210,8.9,4.5,119,2,5,11800
901,Mercedes,Mercedes Clase GLC,C,2018,48834,Diésel,170,AUTO,True,Alicante,4.66,1.89,1.64,1845,1600,-,210,8.3,5.9,156,2,5,36300
902,Smart,Smart Forfour,C,2016,100786,Gasolina,90,AUTO,False,Madrid,3.5,1.67,1.55,975,975,-,165,11.2,4.3,99,1,5,10900
903,Nissan,Nissan QASHQAI,C,2020,66315,Gasolina,160,AUTO,False,Barcelona,4.39,1.81,1.59,1315,1598,-,198,9.9,6.9,156,2,5,21990
904,Volkswagen,Volkswagen Golf,B,2013,128665,Diésel,105,MANUAL,True,,4.26,1.8,1.45,1295,1270,-,192,10.7,3.8,99,2,5,13900
905,Suzuki,Suzuki Vitara,ECO,2021,45329,Híbrido,129,MANUAL,False,Barcelona,4.18,1.78,1.61,1180,710,-,190,9.5,5.4,129,2,5,18990
906,Lexus,Lexus UX,ECO,2020,61565,Híbrido,184,AUTO,True,Madrid,4.5,1.84,1.54,1540,,-,177,8.5,5.3,120,2,5,24990
907,Porsche,Porsche Panamera,ECO,2014,96932,Híbrido Enchufable,416,AUTO,False,Pontevedra,5.01,1.93,1.42,2170,1153,-,270,5.5,3.1,71,2,5,41800
908,Nissan,Nissan QASHQAI,C,2019,38560,Gasolina,140,MANUAL,False,Cádiz,4.39,1.81,1.59,1300,1598,-,193,10.5,5.3,154,2,5,19200
909,Nissan,Nissan Micra,C,2021,26362,Gasolina,92,MANUAL,False,Córdoba,4.0,1.94,1.46,1135,1004,-,178,11.8,5.4,121,2,5,14990
910,KIA,KIA XCeed,0_EMISIONES,2021,101286,Híbrido Enchufable,141,AUTO,False,Barcelona,4.39,1.83,1.48,1594,1243,-,160,11.0,1.4,48,2,5,13966
911,Fiat,Fiat Punto,C,2015,20407,Gasolina,69,MANUAL,False,Córdoba,4.07,1.69,1.49,1030,1030,-,156,14.4,5.1,119,2,5,8990
912,BMW,BMW Serie 1,C,2018,66805,Diésel,116,MANUAL,False,Madrid,4.33,1.77,1.42,1440,1200,-,200,10.5,4.3,114,2,5,19990
913,Suzuki,Suzuki Grand Vitara,B,2013,122012,Diésel,129,MANUAL,True,Barcelona,4.06,1.81,1.7,1529,964,-,170,12.8,6.7,174,2,5,12800
914,BMW,BMW X3,B,2007,266931,Diésel,150,MANUAL,False,Córdoba,4.57,1.85,1.67,1820,1560,-,198,10.2,7.2,191,2,5,6500
915,Tesla,Tesla Model 3,0_EMISIONES,2021,29712,Eléctrico,498,AUTO,False,,4.69,1.85,1.44,1819,,-,233,4.4,602.0,,2,5,34900
916,Citroën,Citroën C3,C,2016,43967,Gasolina,82,MANUAL,False,Barcelona,3.94,1.73,1.52,980,1000,-,174,12.3,4.6,107,2,5,7900
917,Hyundai,Hyundai Tucson,0_EMISIONES,2023,21346,Híbrido,180,AUTO,True,Pontevedra,4.5,1.87,1.65,1558,1756,-,,160.0,,,2,5,39800
918,Jeep,Jeep Compass,C,2018,44526,Gasolina,140,MANUAL,True,Alicante,4.39,1.82,1.65,1430,1251,-,195,9.8,6.2,143,2,5,19490
919,Nissan,Nissan X-TRAIL,C,2020,46837,Gasolina,160,AUTO,True,Madrid,4.69,1.82,1.74,1485,1996,-,198,11.5,7.3,166,2,5,24800
920,Opel,Opel Mokka,C,2015,51345,Gasolina,140,MANUAL,True,Valencia,4.28,1.78,1.74,1394,1372,-,196,9.9,6.0,139,2,5,12700
921,Nissan,Nissan QASHQAI,C,2020,82909,Diésel,115,AUTO,False,Valencia,4.39,1.81,1.59,1400,1598,-,183,13.0,5.3,138,1,5,21390
922,Ford,Ford Kuga,C,2019,79984,Gasolina,120,MANUAL,False,,4.52,1.84,1.75,1615,1603,-,180,12.6,6.9,173,1,5,14790
923,BMW,BMW Serie 2 Active Tourer,C,2016,64090,Diésel,150,AUTO,False,Barcelona,4.34,1.8,1.59,1450,1510,-,208,8.9,4.1,109,2,5,17850
924,Volkswagen,Volkswagen Golf,C,2017,94546,Gasolina,110,AUTO,False,Alicante,4.26,1.8,1.45,1229,1270,-,195,9.9,4.9,112,2,5,16490
925,Opel,Opel Corsa,C,2017,58969,Gasolina,90,MANUAL,False,Barcelona,4.02,1.75,1.48,1163,1120,-,175,13.2,5.2,120,2,5,9800
926,Opel,Opel Astra,C,2021,65569,Gasolina,145,MANUAL,False,,4.37,1.81,1.49,1280,1210,-,220,9.4,5.3,119,2,5,15680
927,Nissan,Nissan QASHQAI,C,2018,124754,Diésel,130,MANUAL,True,Murcia,4.39,1.81,1.59,1429,1598,-,190,9.9,4.4,116,2,5,19750
928,Mitsubishi,Mitsubishi Eclipse Cross,C,2019,53827,Gasolina,163,AUTO,False,Girona,4.41,1.81,1.69,1495,1122,-,200,9.7,8.5,192,2,5,22450
929,Seat,Seat Ibiza,C,2022,21585,Gasolina,110,MANUAL,False,Málaga,4.06,1.78,1.44,1169,1165,-,195,10.3,5.1,116,2,5,17450
930,Hyundai,Hyundai i20,C,2020,40407,Gasolina,100,MANUAL,False,Madrid,4.04,1.73,1.47,1040,1042,-,188,10.8,5.8,132,2,5,13900
931,Toyota,Toyota C-HR,ECO,2020,45265,Híbrido,122,AUTO,True,Barcelona,4.39,1.8,1.56,1495,1102,-,170,11.0,3.8,86,2,5,21900
932,Mercedes,Mercedes Clase A,B,2008,166765,Diésel,109,MANUAL,False,Santander,3.84,1.76,1.59,1345,1370,-,186,10.8,5.2,137,1,5,6900
933,Citroën,Citroën C4,C,2021,82732,Gasolina,130,MANUAL,True,Zaragoza,4.36,1.8,1.53,1322,1250,-,210,8.9,5.4,120,2,5,12603
934,Peugeot,Peugeot Rifter,C,2022,46526,Diésel,130,MANUAL,False,Granada,4.4,1.85,1.82,1430,3000,-,184,5.3,149.0,,1,5,25500
935,Ford,Ford Focus,C,2019,81773,Gasolina,182,MANUAL,True,Alicante,4.38,1.83,1.45,1369,1320,-,222,5.5,136.0,,2,5,21790
936,Seat,Seat Ateca,C,2019,61340,Diésel,115,MANUAL,False,,4.36,1.84,1.6,1428,,-,184,11.5,4.6,120,1,5,15537
937,Renault,Renault Clio,C,2018,60217,Diésel,90,MANUAL,False,Zaragoza,4.06,1.73,1.45,1090,1146,-,180,12.0,3.3,85,2,5,13900
938,BMW,BMW X1,C,2017,164683,Diésel,150,AUTO,False,Sevilla,4.44,1.82,1.6,1505,,-,205,9.2,4.1,109,2,5,17200
939,Peugeot,Peugeot 3008,C,2018,132776,Diésel,130,MANUAL,False,Alicante,4.45,1.84,1.62,1417,1482,-,192,10.8,4.2,109,1,5,16350
940,Fiat,Fiat 500,C,2017,49317,Gasolina,69,AUTO,True,Madrid,3.57,1.63,1.49,865,550,-,160,12.9,4.9,115,2,5,12800
941,Seat,Seat Arona,ECO,2021,80361,GNC,90,MANUAL,True,Madrid,4.14,1.78,1.55,1305,,-,178,13.2,5.2,103,2,5,15990
942,Mitsubishi,Mitsubishi Lancer,C,2010,1116416,Gasolina,109,MANUAL,False,,4.59,1.76,1.52,1290,1349,-,181,12.0,6.3,147,1,5,7400
943,Renault,Renault Mégane,C,2018,78264,Gasolina,130,MANUAL,False,Madrid,4.36,1.81,1.45,1205,1247,-,197,10.6,5.3,119,1,5,14250
944,KIA,KIA Ceed,B,2015,182574,Diésel,90,MANUAL,False,Huelva,4.31,1.78,1.47,1365,1318,-,170,13.5,4.1,109,2,5,8450
945,Peugeot,Peugeot 5008,C,2014,77913,Diésel,120,MANUAL,True,Sevilla,4.53,1.84,1.65,1472,2506,-,185,12.0,4.3,113,2,5,12300
946,Honda,Honda Civic,B,2014,20382,Diésel,120,MANUAL,True,Valencia,4.3,1.77,1.47,1310,1378,-,207,10.5,3.7,98,1,5,15990
947,BMW,BMW Serie 3,B,2011,156708,Diésel,143,MANUAL,True,Toledo,4.53,1.82,1.42,1565,1385,-,210,9.4,4.5,120,1,5,10900
948,Citroën,Citroën C4,C,2021,143298,Diésel,110,MANUAL,True,Madrid,4.36,1.8,1.53,1335,1250,-,193,10.5,4.4,115,2,5,14800
949,Peugeot,Peugeot 2008,C,2020,69098,Diésel,100,MANUAL,False,Zaragoza,4.3,1.77,1.55,1205,1467,-,185,11.8,3.8,119,2,5,19200
950,KIA,KIA Ceed Sportswagon,C,2018,75994,Diésel,110,MANUAL,True,Madrid,4.51,1.78,1.49,1314,1642,-,188,11.5,4.0,104,1,5,13450
951,Audi,Audi A3,C,2016,112577,Diésel,110,MANUAL,False,Valencia,4.31,1.79,1.43,1335,1220,-,200,10.7,4.0,99,2,5,16390
952,Renault,Renault Clio,C,2019,81177,Gasolina,90,MANUAL,False,Málaga,4.06,1.73,1.45,1090,1146,-,178,12.1,5.0,113,1,5,9338
953,Mazda,Mazda CX-3,C,2015,159000,Diésel,105,AUTO,False,Ciudad,4.28,1.77,1.54,1370,1260,-,172,11.9,5.2,136,2,5,14490
954,Opel,Opel Corsa,C,2021,49383,Gasolina,100,MANUAL,False,Madrid,4.06,1.77,1.43,1165,,-,188,9.9,5.5,117,2,5,13900
955,Hyundai,Hyundai i30,ECO,2022,9130,Híbrido,120,MANUAL,True,Valencia,4.34,1.8,1.46,1220,1301,-,196,11.2,5.2,117,2,5,22300
956,Ford,Ford Fiesta,C,2013,78973,Gasolina,100,MANUAL,False,Barcelona,3.97,1.72,1.5,1101,974,-,180,11.2,4.3,105,2,5,8450
957,Renault,Renault Clio,B,2014,82081,Diésel,90,AUTO,False,Madrid,4.06,1.73,1.45,1152,1146,-,176,12.9,3.7,95,2,5,12300
958,Mercedes,Mercedes Clase E,C,2016,80433,Diésel,194,AUTO,False,Córdoba,4.92,1.85,1.47,1680,,-,240,7.3,3.9,102,2,5,29500
959,Seat,Seat León,C,2015,111202,Diésel,150,MANUAL,True,Barcelona,4.54,1.82,1.48,1492,1470,-,206,8.7,4.9,129,2,5,14710
960,Lexus,Lexus NX,ECO,2019,56014,Híbrido,197,AUTO,False,Valencia,4.64,1.85,1.65,1785,1600,-,180,9.2,5.9,135,1,5,30900
961,KIA,KIA Ceed,C,2018,60735,Gasolina,100,MANUAL,True,Barcelona,4.31,1.8,1.45,1260,1291,-,183,12.6,6.4,145,2,5,14390
962,KIA,KIA Ceed Tourer,C,2022,29487,Gasolina,120,MANUAL,True,Huelva,4.6,1.8,1.47,1349,1694,-,190,11.4,5.3,121,2,5,18800
963,Mercedes,Mercedes Clase C,C,2019,35690,Diésel,194,AUTO,False,Madrid,4.69,1.81,1.44,1585,,-,240,6.9,5.2,136,2,5,28090
964,Renault,Renault Mégane,C,2019,43623,Gasolina,115,MANUAL,True,Sevilla,4.36,1.81,1.45,1231,1247,-,190,10.7,5.2,120,2,5,15300
965,Opel,Opel Astra,C,2014,118661,Gasolina,115,MANUAL,False,Málaga,4.42,1.81,1.51,1393,1235,-,188,11.7,6.3,154,1,5,8500
966,Seat,Seat Ibiza,C,2020,77112,Gasolina,115,MANUAL,False,Madrid,4.06,1.78,1.44,1149,1165,-,195,9.3,5.4,122,2,5,12800
967,Ford,Ford Transit Courier,C,2019,126674,Diésel,75,MANUAL,False,Toledo,4.16,1.76,1.75,1135,,-,154,4.1,142.0,,2,3,11900
968,Peugeot,Peugeot 2008,C,2015,101658,Diésel,100,MANUAL,True,Castellón,4.16,1.74,1.56,1180,1194,-,180,11.3,3.6,95,2,5,9990
969,KIA,KIA Rio,C,2016,22197,Gasolina,84,MANUAL,True,Toledo,4.05,1.72,1.46,1127,923,-,167,13.4,5.0,115,2,5,12300
970,Volvo,Volvo V60 Cross Country,C,2016,139072,Diésel,150,MANUAL,False,Madrid,4.64,1.87,1.55,1712,1241,-,205,9.1,4.2,111,2,5,15500
971,Citroën,Citroën ë-C4,0_EMISIONES,2022,8667,Eléctrico,136,AUTO,False,Barcelona,4.36,1.8,1.52,1616,1250,-,,352.0,,,2,5,23500
972,Mazda,Mazda CX-5,C,2017,147271,Diésel,175,AUTO,False,Madrid,4.55,1.84,1.68,1535,1620,-,206,9.5,5.8,152,2,5,21800
973,Nissan,Nissan JUKE,C,2016,85733,Diésel,110,MANUAL,False,Madrid,4.14,1.77,1.57,1305,1189,-,175,11.2,4.0,104,2,5,15450
974,Audi,Audi A1,C,2017,124032,Gasolina,95,MANUAL,True,Madrid,3.97,1.74,1.42,1110,920,-,186,10.9,4.3,98,2,5,15450
975,Suzuki,Suzuki Grand Vitara,C,2011,84785,Gasolina,106,MANUAL,False,Madrid,3.87,1.81,1.7,1407,964,-,160,14.4,8.2,195,2,5,9900
976,Mercedes,Mercedes Sprinter,B,2008,154950,Diésel,109,MANUAL,False,Cádiz,5.91,1.99,2.82,2045,,-,,,,,1,5,17990
977,Jeep,Jeep Cherokee,B,2014,110605,Diésel,140,MANUAL,False,Madrid,4.62,1.86,1.67,1828,1267,-,187,10.9,5.3,139,2,5,16490
978,Honda,Honda CR-V,C,2017,112872,Diésel,120,MANUAL,False,Málaga,4.61,1.82,1.69,1545,1669,-,182,11.2,4.4,115,2,5,18900
979,BMW,BMW X1,C,2021,152024,Diésel,116,MANUAL,False,Córdoba,4.44,1.82,1.6,1555,1550,-,190,11.5,4.9,129,2,5,17272
980,Renault,Renault Captur,C,2018,71075,Gasolina,90,MANUAL,False,Madrid,4.12,1.78,1.57,1173,1235,-,171,13.0,5.1,113,2,5,13900
981,Hyundai,Hyundai i20,C,2013,98590,Gasolina,85,MANUAL,False,Granada,4.0,1.71,1.49,945,1060,-,168,12.7,4.9,114,2,5,6890
982,Volkswagen,Volkswagen Polo,B,2012,146533,Diésel,75,MANUAL,False,Madrid,3.97,1.68,1.46,1132,952,-,170,13.9,3.8,99,2,5,7400
983,Volkswagen,Volkswagen T-Roc,C,2020,9184,Gasolina,115,MANUAL,True,,4.23,1.82,1.57,1270,1290,-,187,10.1,5.9,118,2,5,20800
984,Renault,Renault Mégane,C,2023,42756,Gasolina,140,AUTO,False,Valencia,4.63,1.81,1.46,1308,1543,-,205,10.0,6.0,135,1,5,18925
985,Peugeot,Peugeot 2008,C,2021,51132,Diésel,110,MANUAL,False,Badajoz,4.3,1.77,1.55,1205,1467,-,180,11.8,4.4,115,2,5,17900
986,Seat,Seat Ateca,C,2018,96590,Diésel,115,AUTO,False,Madrid,4.36,1.84,1.62,1446,,-,184,11.5,4.9,128,2,5,21500
987,Volkswagen,Volkswagen Golf,B,2015,117776,Diésel,105,MANUAL,False,Sevilla,4.56,1.8,1.48,1395,1620,-,193,11.2,3.9,102,2,5,14200
988,Mitsubishi,Mitsubishi ASX,C,2020,87440,Gasolina,150,AUTO,True,,4.37,1.81,1.64,1405,1183,-,190,11.7,7.8,176,2,5,19450
989,Peugeot,Peugeot 308,C,2014,177195,Gasolina,125,MANUAL,True,Navarra,4.25,1.8,1.46,1165,1228,-,196,9.7,5.6,129,2,5,7990
990,Peugeot,Peugeot Rifter,C,2019,107331,Diésel,100,MANUAL,True,,4.4,1.85,1.82,1424,1355,-,170,4.4,113.0,,2,5,10661
991,Ford,Ford EcoSport,C,2017,136177,Gasolina,125,MANUAL,True,Barcelona,4.01,1.77,1.67,1350,1238,-,180,12.7,5.4,125,2,5,11500
992,Citroën,Citroën Berlingo,C,2021,44735,Diésel,102,MANUAL,True,Málaga,4.4,1.85,1.8,1374,3000,-,172,12.7,5.2,137,2,5,21900
993,Mercedes,Mercedes Clase B,C,2020,24850,Diésel,150,AUTO,False,Sevilla,4.42,1.8,1.56,1535,1515,-,219,8.3,5.0,131,2,5,28800
994,Citroën,Citroën C4 Cactus,C,2017,95802,Gasolina,110,AUTO,False,Madrid,4.16,1.73,1.53,1085,1170,-,192,9.3,4.6,105,1,5,14500
995,Mini,Mini MINI,C,2020,32549,Gasolina,192,AUTO,False,,3.85,1.73,1.41,1270,731,-,235,6.8,6.4,145,2,5,25800
996,Seat,Seat Ateca,C,2020,82666,Gasolina,150,AUTO,True,,4.36,1.84,1.62,1370,,-,198,8.6,5.4,124,2,5,21990
997,Toyota,Toyota C-HR,ECO,2024,16484,Híbrido,196,AUTO,True,Barcelona,4.36,1.83,1.56,1560,,-,180,8.1,4.9,111,2,5,40200
998,Seat,Seat Ibiza,C,2018,99077,Diésel,95,MANUAL,True,Madrid,4.06,1.78,1.44,1253,1165,-,182,11.3,3.8,99,2,5,12950
999,Fiat,Fiat Tipo,C,2020,100783,Diésel,95,MANUAL,False,Barcelona,4.57,1.79,1.51,1395,,-,180,12.9,4.6,120,2,5,11450
1000,KIA,KIA Sorento,C,2016,105276,Diésel,200,AUTO,False,Málaga,4.78,1.89,1.69,1849,1662,-,203,9.6,6.6,174,1,5,22900
1001,Seat,Seat Ibiza,C,2019,102927,Gasolina,80,MANUAL,False,,4.06,1.78,1.44,1099,1165,-,169,14.7,5.0,112,2,5,10350
1002,Porsche,Porsche Macan,C,2020,94287,Gasolina,354,AUTO,True,Barcelona,4.7,1.92,1.62,1940,1500,-,254,5.3,10.7,243,2,5,61990
