index,marca,nombre,pegatina,anyo,km,combustible,cv,transmision,unico_dueno,ubicacion,longitud,anchura,altura,peso,maletero,deposito,velocidad_maxima,0a100,consumo,emisiones,numero_llaves,numero_extras,precio
5098,Opel,Opel Astra,C,2017,102974,Gasolina,125,MANUAL,True,Girona,4.37,1.81,1.49,1278,1210,-,205,9.5,5.1,117,1,5,10700
5099,Renault,Renault Clio,C,2022,50669,Gasolina,90,MANUAL,True,,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10495
5100,Nissan,Nissan X-TRAIL,C,2019,240689,Diésel,130,MANUAL,False,,4.69,1.83,1.74,1580,1996,-,186,11.0,5.4,143,2,5,14990
5101,KIA,KIA Ceed Tourer,0_EMISIONES,2021,50488,Híbrido Enchufable,141,AUTO,False,Castellón,4.61,1.8,1.47,1608,1506,-,200,10.8,1.1,,1,5,20247
5102,DFSK,DFSK Fengon 5,C,2023,16875,Gasolina,136,AUTO,True,Zaragoza,4.68,1.87,1.65,1510,,-,180,11.8,271.0,,2,5,27390
5103,Nissan,Nissan NV300,C,2019,29482,Diésel,120,MANUAL,True,,5.0,1.96,1.97,1797,,-,166,6.2,165.0,,2,5,27300
5104,Dacia,Dacia Lodgy,B,2012,144690,Diésel,107,MANUAL,True,Barcelona,4.5,1.75,1.68,1262,2617,-,175,11.6,4.4,116,1,5,8390
5105,Toyota,Toyota Yaris,ECO,2021,73232,Híbrido,116,AUTO,True,,3.94,1.75,1.5,1080,,-,175,10.3,4.3,97,2,5,18900
5106,Mini,Mini COUNTRYMAN,C,2016,66383,Diésel,90,MANUAL,False,Alicante,4.1,1.79,1.55,1385,1170,-,171,12.9,4.2,111,2,5,16900
5107,Ford,Ford Focus,B,2010,81388,Diésel,90,MANUAL,True,Málaga,4.34,1.84,1.5,1377,1258,-,177,12.6,4.5,118,2,5,6700
5108,Chevrolet,Chevrolet Cruze,B,2013,85903,Diésel,163,MANUAL,True,Valencia,4.68,1.8,1.52,1520,1478,-,200,8.8,5.2,138,1,5,8990
5109,Renault,Renault Master,C,2023,41899,Diésel,165,MANUAL,True,Barcelona,6.32,2.07,2.26,1793,,-,160,344.0,,,1,4,38990
5110,Peugeot,Peugeot 307,,2002,258697,Diésel,90,MANUAL,False,Madrid,4.2,1.75,1.51,1318,1470,-,179,12.5,138.0,,1,4,1300
5111,KIA,KIA Ceed Tourer,0_EMISIONES,2021,45541,Híbrido Enchufable,141,AUTO,False,Castellón,4.61,1.8,1.47,1608,1506,-,200,10.8,1.1,,1,5,18140
5112,Skoda,Skoda Fabia,C,2023,11525,Gasolina,150,AUTO,True,Alicante,4.13,1.78,1.48,1220,1190,-,,129.0,,,2,5,23290
5113,Audi,Audi Q7,C,2017,194130,Diésel,272,AUTO,False,Murcia,5.05,1.97,1.74,2070,2075,-,234,6.3,5.9,149,2,5,33490
5114,Citroën,Citroën C3,B,2012,91649,Diésel,68,MANUAL,True,Barcelona,3.94,1.73,1.52,1070,1000,-,163,13.5,3.9,101,2,3,6700
5115,Renault,Renault Clio,C,2016,82125,Gasolina,220,AUTO,False,La,4.09,1.73,1.43,1204,1146,-,235,6.6,5.9,135,2,5,19300
5116,Mercedes,Mercedes Clase B,B,2015,29181,Diésel,136,MANUAL,False,Madrid,4.36,1.79,1.56,1475,1547,-,210,9.5,4.4,114,1,5,17890
5117,Peugeot,Peugeot 308,C,2022,41595,Diésel,130,AUTO,False,Barcelona,4.37,1.85,1.44,1361,,-,207,10.6,4.5,121,1,5,26290
5118,MG,MG HS,C,2023,9879,Gasolina,162,MANUAL,True,Zaragoza,4.57,1.88,1.69,1513,1454,-,190,9.9,7.4,168,1,5,17561
5119,KIA,KIA Sorento,C,2018,71938,Diésel,200,MANUAL,True,Madrid,4.8,1.89,1.69,1799,1662,-,205,8.7,6.0,159,2,5,26990
5120,Renault,Renault Mégane,C,2017,57912,Gasolina,130,MANUAL,True,Alicante,4.36,1.81,1.45,1205,1247,-,197,10.6,5.3,119,2,5,14900
5121,Peugeot,Peugeot 3008,C,2015,131028,Gasolina,130,MANUAL,False,Córdoba,4.37,1.84,1.64,1400,1241,-,195,10.8,5.3,120,2,5,9300
5122,Toyota,Toyota C-HR,ECO,2019,43933,Híbrido,122,AUTO,False,,4.36,1.8,1.56,1495,1160,-,170,11.0,3.8,86,2,5,21490
5123,MG,MG HS,C,2023,11795,Gasolina,162,MANUAL,True,,4.57,1.88,1.69,1513,1454,-,190,9.9,7.4,168,1,5,17314
5124,KIA,KIA Ceed,C,2018,82121,Diésel,136,MANUAL,False,Valencia,4.31,1.78,1.47,1289,1318,-,197,10.2,4.0,104,2,5,14990
5125,Seat,Seat Ibiza,C,2021,58562,Gasolina,110,AUTO,False,,4.06,1.78,1.44,1163,1165,-,195,10.0,5.5,126,2,5,13057
5126,Renault,Renault Captur,0_EMISIONES,2021,56051,Híbrido Enchufable,160,AUTO,True,Santander,4.23,1.8,1.58,1625,536,-,173,10.1,6.2,50,1,5,21200
5127,Nissan,Nissan QASHQAI,C,2020,60271,Diésel,115,MANUAL,False,Córdoba,4.39,1.81,1.59,1385,1598,-,181,12.3,5.3,139,1,5,21300
5128,Citroën,Citroën C3 Aircross,C,2018,115911,Gasolina,131,MANUAL,False,Madrid,4.15,1.82,1.64,1188,1289,-,200,9.3,5.3,119,2,5,12700
5129,Renault,Renault Trafic,C,2022,64650,Diésel,110,MANUAL,True,Madrid,5.08,1.96,1.97,1783,,-,165,6.7,182.0,,2,5,19826
5130,Renault,Renault Clio,C,2022,48078,Gasolina,90,MANUAL,True,,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10247
5131,BMW,BMW X5,ECO,2018,116571,Híbrido Enchufable,313,AUTO,True,Madrid,4.89,1.94,1.76,2305,1720,-,210,6.8,3.3,31,2,5,38900
5132,Volkswagen,Volkswagen Crafter,C,2020,92485,Diésel,177,MANUAL,True,Zaragoza,6.84,2.04,3.08,2372,,-,165,10.0,210.0,,2,5,32500
5133,Ford,Ford Transit Courier,C,2019,42272,Diésel,75,MANUAL,False,Barcelona,4.16,1.76,1.75,1135,,-,154,4.1,142.0,,1,3,9380
5134,Renault,Renault Kadjar,C,2017,113477,Gasolina,130,MANUAL,True,Cádiz,4.45,1.84,1.61,1306,1478,-,192,10.1,5.6,126,2,5,15300
5135,Dacia,Dacia Duster,ECO,2022,31248,GLP,100,MANUAL,True,Madrid,4.34,1.8,1.69,1369,1478,-,,126.0,,,2,5,21300
5136,Renault,Renault Clio,C,2018,65503,Gasolina,220,AUTO,False,Murcia,4.09,1.73,1.43,1204,1146,-,235,6.6,5.9,135,2,5,24990
5137,Seat,Seat Ibiza,C,2021,79065,Gasolina,110,MANUAL,True,Alicante,4.06,1.78,1.44,1134,1165,-,195,10.2,5.1,116,2,5,12314
5138,Mazda,Mazda Mazda3,ECO,2024,1395,Híbrido,150,AUTO,False,Santander,4.46,1.8,1.44,1299,1026,-,202,10.8,6.1,140,2,5,29800
5139,KIA,KIA Ceed Tourer,0_EMISIONES,2021,31447,Híbrido Enchufable,141,AUTO,False,Castellón,4.61,1.8,1.47,1608,1506,-,200,10.8,1.1,,1,5,18090
5140,Seat,Seat León,C,2019,87749,Gasolina,150,AUTO,True,Albacete,4.55,1.82,1.45,1294,1470,-,215,8.3,5.2,118,2,5,14752
5141,Volkswagen,Volkswagen Golf,C,2019,26976,Diésel,115,AUTO,False,Girona,4.26,1.79,1.49,1321,1270,-,198,10.5,5.2,104,2,5,21500
5142,Renault,Renault Scénic,C,2017,35865,Diésel,110,MANUAL,False,Girona,4.41,1.87,1.65,1430,,-,184,12.4,3.9,100,2,5,18990
5143,Citroën,Citroën C4 Cactus,C,2018,73380,Diésel,100,MANUAL,True,Almería,4.16,1.73,1.53,1070,1170,-,184,10.6,3.6,95,2,5,12900
5144,Peugeot,Peugeot Boxer,B,2014,160203,Diésel,110,MANUAL,False,Barcelona,4.96,2.05,2.25,1945,,-,145,6.8,180.0,,2,2,11900
5145,Skoda,Skoda Scala,C,2022,35238,Gasolina,110,AUTO,True,Castellón,4.36,1.79,1.47,1229,1410,-,198,5.7,107.0,,2,5,19700
5146,Hyundai,Hyundai Kona,C,2019,145417,Diésel,136,AUTO,False,Oviedo,4.17,1.8,1.57,1342,1143,-,191,10.2,4.1,111,2,5,16390
5147,Seat,Seat Ibiza,C,2021,84685,Gasolina,110,MANUAL,True,Albacete,4.06,1.78,1.44,1134,1165,-,195,10.2,5.1,116,1,5,12314
5148,Peugeot,Peugeot 208,C,2022,25187,Diésel,100,MANUAL,False,,4.06,1.75,1.43,1090,406,-,188,10.2,4.2,110,2,5,16300
5149,Mercedes,Mercedes Clase C,ECO,2016,102770,Híbrido Enchufable,279,AUTO,False,Madrid,4.69,1.81,1.44,1780,,-,250,5.9,2.1,31,2,5,25490
5150,Renault,Renault Captur,C,2019,96205,Diésel,90,MANUAL,False,Córdoba,4.12,1.78,1.57,1323,1235,-,171,13.1,4.2,111,1,5,14600
5151,Fiat,Fiat 500L,C,2018,105663,Diésel,120,MANUAL,True,Toledo,4.27,1.8,1.68,1380,1480,-,183,4.3,114.0,,2,5,13990
5152,Seat,Seat León,C,2019,92306,Gasolina,150,AUTO,True,Valencia,4.55,1.82,1.45,1294,1470,-,215,8.3,5.2,118,2,5,14628
5153,Seat,Seat Ibiza,C,2021,83443,Gasolina,95,MANUAL,True,Valencia,4.06,1.78,1.44,1134,1165,-,182,10.9,5.5,124,2,5,12190
5154,Renault,Renault Kadjar,C,2020,49521,Gasolina,160,AUTO,True,Valencia,4.49,1.84,1.61,1471,1478,-,210,9.3,5.5,131,2,5,23890
5155,Renault,Renault Clio,C,2022,46111,Gasolina,90,MANUAL,True,,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10537
5156,Volvo,Volvo XC40,C,2022,16843,Gasolina,129,AUTO,True,Barcelona,4.43,1.86,1.65,1554,1328,-,180,10.9,7.3,165,2,5,31490
5157,Seat,Seat León,C,2018,114757,Gasolina,110,MANUAL,True,Madrid,4.28,1.82,1.46,1213,1210,-,194,9.9,4.9,114,1,5,15990
5158,Opel,Opel Grandland X PHEV,0_EMISIONES,2020,48706,Híbrido Enchufable,300,AUTO,False,Pontevedra,4.48,1.86,1.61,1875,1652,-,240,6.1,7.0,63,2,5,22490
5159,Toyota,Toyota Auris,ECO,2017,45981,Híbrido,136,AUTO,False,,4.33,1.76,1.48,1385,,-,180,10.9,3.9,91,2,5,16400
5160,Dacia,Dacia Sandero,ECO,2022,14262,GLP,101,MANUAL,False,,4.1,1.85,1.54,1154,1108,-,177,11.9,5.8,115,2,5,14990
5161,Hyundai,Hyundai Tucson,C,2017,41414,Gasolina,131,MANUAL,True,Madrid,4.47,1.85,1.66,1379,1503,-,182,11.5,6.3,147,2,5,16990
5162,Volkswagen,Volkswagen California,C,2024,1414,Diésel,150,MANUAL,True,Sevilla,4.9,1.9,1.99,2411,,-,,192.0,,,2,5,61990
5163,Mazda,Mazda Mazda6,C,2020,75983,Gasolina,145,MANUAL,True,Madrid,4.87,1.84,1.45,1370,,-,208,10.0,6.7,152,2,5,24990
5164,Mazda,Mazda CX-5,C,2020,50690,Gasolina,165,MANUAL,True,Málaga,4.55,1.84,1.68,1518,1620,-,201,10.3,7.1,160,2,5,23490
5165,Seat,Seat Ibiza,C,2021,53067,Gasolina,110,AUTO,True,Albacete,4.06,1.78,1.44,1163,1165,-,195,10.0,5.5,127,1,5,13099
5166,Ford,Ford Fiesta,C,2018,144310,Diésel,85,MANUAL,False,Vizcaya,4.04,1.73,1.48,1117,984,-,175,12.5,3.5,93,2,5,9790
5167,Seat,Seat Arona,C,2021,73751,Gasolina,110,MANUAL,True,,4.14,1.78,1.55,1193,,-,190,10.3,4.8,121,2,5,13884
5168,Peugeot,Peugeot 2008,C,2017,60758,Diésel,100,MANUAL,True,Huelva,4.16,1.74,1.56,1160,1400,-,180,11.3,3.7,97,2,5,13700
5169,KIA,KIA Sportage,C,2016,46635,Gasolina,177,AUTO,False,Barcelona,4.48,1.86,1.65,1534,1480,-,201,9.1,7.5,175,2,5,21300
5170,Nissan,Nissan QASHQAI,ECO,2022,21860,Híbrido,158,AUTO,True,Barcelona,4.43,1.84,1.63,1511,1593,-,199,9.2,6.4,144,2,5,30990
5171,Mercedes,Mercedes GLA,C,2015,89385,Diésel,170,AUTO,False,Madrid,4.42,1.8,1.49,1535,1235,-,215,8.3,4.6,119,1,5,21900
5172,Mercedes,Mercedes GLA,C,2023,18308,Gasolina,136,AUTO,True,,4.41,1.83,1.62,1500,1430,-,200,9.6,6.6,150,2,5,41900
5173,Toyota,Toyota Auris,C,2017,99509,Gasolina,116,MANUAL,False,Málaga,4.33,1.76,1.48,1265,,-,200,10.1,4.8,112,2,5,13990
5174,KIA,KIA Carens,C,2016,100972,Diésel,115,MANUAL,True,Barcelona,4.53,1.81,1.61,1607,1694,-,181,13.0,4.5,117,1,5,14900
5175,KIA,KIA Sportage,C,2020,23761,Gasolina,132,MANUAL,False,Vizcaya,4.49,1.86,1.65,1490,1492,-,182,11.5,6.8,152,1,5,21200
5176,Seat,Seat León,C,2019,119779,Gasolina,150,AUTO,False,Barcelona,4.55,1.82,1.45,1294,1470,-,215,8.3,5.2,118,2,5,14421
5177,Citroën,Citroën C4,C,2022,469275,Diésel,110,MANUAL,False,Alicante,4.36,1.8,1.53,1335,1250,-,193,10.5,4.4,115,2,5,14421
5178,Opel,Opel Grandland X,C,2019,41724,Gasolina,130,MANUAL,True,,4.48,1.86,1.61,1370,1652,-,188,10.1,5.2,116,2,5,15990
5179,Toyota,Toyota Yaris,ECO,2017,131635,Híbrido,100,AUTO,False,Málaga,3.95,1.7,1.51,1165,768,-,165,11.8,3.3,75,2,5,12800
5180,Volkswagen,Volkswagen Golf,C,2018,98854,Gasolina,150,MANUAL,False,Valencia,4.26,1.79,1.49,1294,1270,-,216,8.3,5.1,116,2,5,19290
5181,Opel,Opel Mokka,C,2021,65344,Gasolina,130,MANUAL,False,Ciudad,4.15,1.79,1.53,1275,1060,-,202,9.1,5.6,124,2,5,19200
5182,Seat,Seat Arona,C,2021,79334,Gasolina,110,MANUAL,True,,4.14,1.78,1.55,1193,,-,190,10.3,4.8,121,2,5,13842
5183,Renault,Renault Mégane,C,2019,31502,Gasolina,140,AUTO,False,Granada,4.36,1.81,1.45,1259,1247,-,205,9.2,5.5,125,2,5,20290
5184,Toyota,Toyota Yaris,ECO,2020,78683,Híbrido,100,AUTO,True,Málaga,3.95,1.7,1.51,1165,768,-,165,11.8,4.0,87,2,5,15200
5185,Volkswagen,Volkswagen Polo,C,2018,103452,Gasolina,95,MANUAL,False,Barcelona,4.05,1.75,1.46,1145,1125,-,187,10.8,4.5,103,2,5,14990
5186,Peugeot,Peugeot 308,C,2019,134415,Diésel,130,AUTO,False,Córdoba,4.25,1.8,1.46,1204,1309,-,206,9.4,3.6,100,2,5,12990
5187,Seat,Seat Ibiza,C,2021,59026,Gasolina,110,AUTO,True,,4.06,1.78,1.44,1163,1165,-,195,10.0,5.5,126,2,5,13099
5188,BMW,BMW X2,C,2018,150000,Diésel,150,MANUAL,False,Córdoba,4.36,1.82,1.53,1575,1355,-,207,9.3,4.5,119,2,5,18800
5189,Dacia,Dacia Lodgy,C,2017,127663,Diésel,107,MANUAL,False,Madrid,4.52,1.77,1.68,1263,1861,-,177,11.2,4.0,105,2,5,13990
5190,Opel,Opel Corsa,C,2018,101669,Gasolina,90,MANUAL,False,,4.02,1.75,1.48,1163,1120,-,175,13.2,5.2,120,2,5,8790
5191,Renault,Renault Mégane,C,2020,56692,Gasolina,140,MANUAL,True,Madrid,4.36,1.81,1.45,1231,1247,-,205,9.5,6.0,136,2,5,17990
5192,Ford,Ford Focus,,2004,148327,Diésel,100,MANUAL,False,Cáceres,4.17,1.7,1.44,1277,1205,-,186,11.6,138.0,,2,3,2490
5193,Seat,Seat Ibiza,C,2016,67688,Diésel,105,MANUAL,False,Málaga,4.06,1.69,1.45,1161,847,-,192,9.9,3.9,100,2,5,11790
5194,Toyota,Toyota Yaris,C,2006,130559,Gasolina,87,MANUAL,False,Alicante,3.75,1.7,1.53,1010,,-,170,11.5,6.0,141,2,3,5500
5195,SsangYong,SsangYong Tivoli,C,2019,71573,Gasolina,163,MANUAL,False,Madrid,4.22,1.8,1.61,1300,1115,-,181,7.2,164.0,,2,5,16300
5196,Volkswagen,Volkswagen Golf,C,2016,72739,Gasolina,230,AUTO,True,Alicante,4.27,1.79,1.44,1402,1270,-,248,6.4,6.4,147,2,5,23990
5197,Toyota,Toyota Verso,C,2015,95171,Gasolina,147,AUTO,False,,4.46,1.79,1.63,1535,1696,-,185,11.1,6.5,159,2,5,15200
5198,Renault,Renault Arkana,ECO,2021,52291,Híbrido,140,AUTO,True,,4.57,1.82,1.58,1402,1296,-,205,9.8,6.1,135,2,5,22490
5199,Mercedes,Mercedes Clase A,C,2020,89666,Gasolina,421,AUTO,False,Madrid,4.45,1.85,1.41,1635,1195,-,270,3.9,8.6,204,2,5,54990
5200,Volvo,Volvo XC60,B,2015,140566,Diésel,136,MANUAL,False,Valencia,4.64,1.89,1.71,1816,1455,-,190,11.2,5.3,139,2,5,17500
5201,Renault,Renault Trafic,C,2017,155486,Diésel,145,MANUAL,False,,5.4,1.96,1.97,1760,,-,181,6.3,164.0,,1,5,17603
5202,Jeep,Jeep Compass,C,2019,53563,Gasolina,140,MANUAL,True,Valencia,4.39,1.82,1.64,1430,1251,-,195,9.8,6.8,155,2,5,18990
5203,Seat,Seat Arona,ECO,2021,23339,GNC,90,MANUAL,True,Madrid,4.14,1.78,1.55,1305,,-,178,13.2,5.2,102,2,5,16500
5204,Toyota,Toyota Aygo,C,2020,58959,Gasolina,72,MANUAL,False,,3.47,1.62,1.46,855,,-,160,13.8,4.1,93,2,5,11490
5205,Citroën,Citroën Spacetourer,C,2019,100684,Diésel,150,MANUAL,True,Navarra,5.31,1.92,1.89,2120,2287,-,170,5.6,186.0,,2,5,30190
5206,Citroën,Citroën C4 Cactus,C,2015,124550,Gasolina,82,MANUAL,False,,4.16,1.73,1.53,965,1170,-,167,12.9,4.6,107,2,5,6999
5207,Seat,Seat León,C,2019,57537,Gasolina,150,MANUAL,False,,4.28,1.82,1.44,1243,1210,-,215,8.2,4.9,112,2,5,18490
5208,Volkswagen,Volkswagen Beetle,C,2017,78024,Diésel,110,MANUAL,False,Castellón,4.29,1.83,1.49,1484,,-,180,11.7,4.4,116,2,5,21300
5209,Seat,Seat Arona,C,2022,21000,Gasolina,110,AUTO,False,Málaga,4.15,1.78,1.54,1233,,-,190,10.1,4.8,135,2,5,22500
5210,Volkswagen,Volkswagen Tiguan,B,2015,100856,Diésel,140,MANUAL,True,,4.43,1.81,1.7,1655,1510,-,190,10.2,5.8,150,2,5,16450
5211,Audi,Audi Q2,C,2018,113687,Gasolina,150,AUTO,True,Gipuzkoa,4.19,1.79,1.51,1355,1050,-,212,8.5,5.4,123,2,5,20850
5212,Volkswagen,Volkswagen Passat,B,2009,138598,Diésel,140,MANUAL,False,Girona,4.77,1.82,1.52,1596,1716,-,201,10.5,6.1,159,2,5,8650
5213,KIA,KIA Sportage,B,2015,213371,Diésel,115,MANUAL,True,Barcelona,4.44,1.86,1.63,1490,1353,-,173,12.3,5.2,135,2,5,10950
5214,Renault,Renault Clio,C,2021,26206,Diésel,100,MANUAL,True,Alicante,4.05,1.8,1.44,1178,1069,-,180,12.2,4.1,109,2,5,13347
5215,BMW,BMW Serie 3,C,2007,165950,Gasolina,170,MANUAL,False,Barcelona,4.58,1.78,1.4,1435,,-,230,8.1,6.3,151,2,5,11490
5216,Renault,Renault Mégane,B,2011,197861,Diésel,110,MANUAL,False,Santander,4.56,1.8,1.5,1265,1600,-,190,11.1,4.4,114,2,5,6400
5217,Citroën,Citroën C3 Aircross,C,2018,92816,Diésel,99,MANUAL,False,Sevilla,4.15,1.82,1.64,1203,1289,-,175,11.5,4.0,104,1,5,13190
5218,KIA,KIA Sportage,C,2021,49103,Gasolina,132,MANUAL,False,Alicante,4.49,1.86,1.65,1490,1492,-,182,11.5,7.9,169,1,5,17272
5219,Nissan,Nissan X-TRAIL,C,2022,33889,Gasolina,160,AUTO,False,,4.69,1.82,1.74,1485,1996,-,198,11.5,7.5,166,2,5,25890
5220,BMW,BMW Serie 1,C,2017,121568,Gasolina,340,AUTO,False,Vizcaya,4.32,1.77,1.43,1525,1200,-,250,4.8,7.8,179,2,5,29900
5221,Mazda,Mazda Mazda3,ECO,2019,58736,Híbrido,122,AUTO,False,Madrid,4.46,1.8,1.44,1299,1026,-,,152.0,,,2,5,22890
5222,Fiat,Fiat 500L,C,2019,50724,Gasolina,95,MANUAL,False,Barcelona,4.24,1.78,1.66,1245,1480,-,176,13.4,6.9,156,2,5,13690
5223,Jeep,Jeep Compass,C,2020,84217,Gasolina,150,AUTO,False,,4.39,1.82,1.65,1505,1251,-,199,9.2,5.5,175,2,5,19360
5224,KIA,KIA Ceed,C,2018,75057,Gasolina,100,MANUAL,False,Almería,4.31,1.78,1.47,1179,1318,-,183,12.7,6.0,138,2,5,12990
5225,Seat,Seat León,C,2019,77808,Gasolina,150,AUTO,False,Castellón,4.55,1.82,1.45,1294,1470,-,215,8.3,5.2,118,2,5,14710
5226,Peugeot,Peugeot 2008,C,2016,140799,Diésel,120,MANUAL,False,,4.16,1.74,1.56,1275,1400,-,190,9.6,3.7,96,2,5,10300
5227,Hyundai,Hyundai Tucson,ECO,2023,24346,Híbrido,230,AUTO,True,Madrid,4.5,1.87,1.65,1564,1795,-,193,8.0,5.6,127,1,5,34900
5228,Renault,Renault Scénic,C,2007,52646,Gasolina,110,MANUAL,True,,4.26,1.81,1.62,1320,1840,-,180,11.8,7.6,182,2,5,4190
5229,Opel,Opel Astra,C,2021,47311,Gasolina,145,AUTO,False,Valencia,4.7,1.81,1.51,1395,1630,-,210,9.8,5.8,132,1,5,14328
5230,Volkswagen,Volkswagen Tiguan,B,2010,130922,Diésel,140,MANUAL,False,Sevilla,4.43,1.81,1.69,1535,1510,-,192,10.2,5.3,139,1,5,12900
5231,Nissan,Nissan JUKE,B,2015,137829,Diésel,110,MANUAL,False,,4.14,1.77,1.57,1305,1189,-,175,11.2,4.0,104,2,5,9700
5232,Opel,Opel Astra,C,2021,117632,Gasolina,145,AUTO,False,Valencia,4.7,1.81,1.51,1395,1630,-,210,9.8,5.8,131,2,5,11561
5233,KIA,KIA Ceed,C,2019,85268,Gasolina,204,AUTO,True,Vizcaya,4.33,1.8,1.44,1413,1291,-,225,7.4,6.2,142,2,5,23490
5234,BMW,BMW X4,C,2015,127562,Diésel,258,AUTO,False,Barcelona,4.67,1.88,1.62,1895,1400,-,234,5.8,5.9,156,2,5,29500
5235,Cupra,Cupra León,0_EMISIONES,2021,28911,Híbrido Enchufable,245,AUTO,False,Córdoba,4.66,1.8,1.46,1717,,-,225,7.0,1.6,52,2,5,30990
5236,Peugeot,Peugeot 807,B,2008,182803,Diésel,170,MANUAL,False,,4.73,1.85,1.85,1865,2948,-,200,10.0,7.2,191,2,5,5800
5237,Nissan,Nissan QASHQAI,C,2018,100690,Diésel,130,MANUAL,False,Granada,4.39,1.81,1.59,1429,1598,-,190,9.9,4.4,116,2,5,19990
5238,Nissan,Nissan JUKE,C,2016,80386,Diésel,110,MANUAL,False,Málaga,4.14,1.77,1.57,1305,1189,-,175,11.2,4.0,104,2,5,12300
5239,Seat,Seat Ibiza,C,2015,49109,Gasolina,70,MANUAL,False,Gipuzkoa,4.04,1.69,1.43,1049,,-,163,5.4,125.0,,2,4,10990
5240,Seat,Seat León,C,2019,89126,Gasolina,150,AUTO,True,Alicante,4.55,1.82,1.45,1294,1470,-,215,8.3,5.2,118,1,5,14710
5241,Fiat,Fiat Scudo,C,2022,31567,Diésel,102,MANUAL,False,Albacete,4.61,1.92,1.91,1616,,-,,162.0,,,1,5,17024
5242,Dacia,Dacia Sandero,C,2012,52058,Gasolina,75,MANUAL,True,Murcia,4.02,1.75,1.53,975,1200,-,161,13.6,5.9,135,2,3,5490
5243,KIA,KIA Sportage,C,2016,91033,Diésel,115,MANUAL,True,,4.44,1.86,1.63,1490,1353,-,173,12.3,5.3,139,2,5,14190
5244,BMW,BMW i3,0_EMISIONES,2015,103414,Eléctrico,170,AUTO,False,Murcia,4.0,1.78,1.6,1270,1100,-,150,7.2,160.0,,2,5,15300
5245,Opel,Opel Corsa,C,2014,65860,Gasolina,100,MANUAL,True,Valencia,4.0,1.74,1.49,1183,1100,-,180,11.9,5.7,120,2,5,9490
5246,Seat,Seat Ateca,C,2021,56652,Diésel,150,MANUAL,False,Zaragoza,4.38,1.84,1.6,1483,,-,203,9.3,4.8,127,2,5,24900
5247,Toyota,Toyota C-HR,ECO,2018,111048,Híbrido,122,AUTO,False,Huelva,4.36,1.8,1.56,1495,1160,-,170,11.0,3.8,86,1,5,20790
5248,Seat,Seat Ibiza,C,2021,80062,Gasolina,110,MANUAL,True,Castellón,4.06,1.78,1.44,1134,1165,-,195,10.2,5.1,116,2,5,12314
5249,Hyundai,Hyundai i30,C,2019,64414,Gasolina,120,MANUAL,False,Granada,4.34,1.8,1.46,1220,1301,-,190,11.1,5.6,127,2,5,16500
5250,Citroën,Citroën Berlingo,C,2019,79025,Diésel,102,MANUAL,False,,4.4,1.85,1.84,1374,983,-,175,4.0,155.0,,1,5,19200
5251,Toyota,Toyota Yaris,C,2011,155557,Gasolina,69,MANUAL,True,Madrid,3.79,1.7,1.53,1010,,-,155,15.7,5.0,118,1,3,6290
5252,Volvo,Volvo XC40,C,2021,72094,Gasolina,129,MANUAL,True,Ciudad,4.43,1.86,1.65,1509,1328,-,180,10.9,7.0,159,2,5,24290
5253,Hyundai,Hyundai i20,C,2019,70073,Gasolina,75,MANUAL,False,,4.04,1.73,1.47,1040,1017,-,160,13.6,6.0,136,2,5,11690
5254,Seat,Seat León,C,2018,41481,Gasolina,150,AUTO,False,,4.55,1.82,1.45,1297,1470,-,215,8.2,5.0,117,1,5,18400
5255,Peugeot,Peugeot Rifter,C,2021,46728,Diésel,130,MANUAL,True,Toledo,4.75,1.85,1.88,1527,3500,-,179,5.5,143.0,,2,5,25800
5256,Mini,Mini MINI,C,2021,20166,Gasolina,102,MANUAL,False,Madrid,4.02,1.73,1.43,1285,941,-,192,10.6,5.9,126,2,5,21990
5257,Seat,Seat Alhambra,B,2014,124667,Diésel,140,MANUAL,False,Vizcaya,4.85,1.9,1.74,1699,2430,-,194,10.9,5.5,143,2,5,17390
5258,Ford,Ford Ka+,C,2019,120767,Diésel,95,MANUAL,False,Santander,3.94,1.7,1.52,1121,1029,-,179,11.4,4.1,130,2,5,11990
5259,Hyundai,Hyundai i30,C,2020,82934,Gasolina,120,MANUAL,True,Granada,4.34,1.8,1.46,1220,1301,-,190,11.1,5.6,127,2,5,15190
5260,Ford,Ford Focus,C,2018,60771,Gasolina,125,AUTO,True,,4.38,1.83,1.45,1371,1320,-,195,11.1,5.7,128,2,5,18250
5261,Volkswagen,Volkswagen Tiguan,C,2023,33884,Diésel,150,AUTO,False,Vizcaya,4.51,1.84,1.68,1640,1655,-,200,9.4,5.7,122,2,5,41990
5262,Volvo,Volvo XC40,C,2020,63532,Gasolina,163,AUTO,False,Vizcaya,4.43,1.87,1.65,1758,1308,-,,166.0,,,2,5,27300
5263,Hyundai,Hyundai Tucson,ECO,2019,87149,Híbrido,136,AUTO,True,,4.48,1.85,1.66,1507,1503,-,180,11.8,5.6,146,2,5,21290
5264,Seat,Seat Ibiza,C,2021,45350,Gasolina,110,MANUAL,True,Vizcaya,4.06,1.78,1.44,1134,1165,-,195,10.2,4.8,123,2,5,17290
